C0000731  ABDOMINAL DISTENTION
C2121423  fiberoptic sigmoidoscopy: friable internal hemorrhoids (procedure)
C2121424  fiberoptic sigmoidoscopy: bleeding internal hemorrhoids (procedure)
C2121425  fiberoptic sigmoidoscopy: prolapsed internal hemorrhoids (procedure)
C2121483  ultrasound of abdomen: mass of head of pancreas (procedure)
C2121484  endoscopic retrograde cholangiopancreatography (ERCP) pancreas mass head ___cm
C2122142  duodenoscopy foreign body (procedure)
C2122144  duodenoscopy polyps
C2122146  ultrasound abdominal gallbladder pericholecystic fluid
C2122188  duodenoscopy fistula (procedure)
C2122217  ultrasound appendiceal mural thickening
C2122218  ultrasound appendiceal appendicolith
C2123109  magnetic resonance cholangiopancreatography pancreatic mass ___cm
C2123110  magnetic resonance cholangiopancreatography pancreatic mass ___cm head
C2123111  magnetic resonance cholangiopancreatography pancreatic mass ___cm body
C2123112  MRCP pancreas mass tail ___cm
C2123113  magnetic resonance cholangiopancreatography pancreatic mass ___cm uncinate process
C2123115  MRCP pancreas ____cm cyst
C2123116  magnetic resonance cholangiopancreatography pancreatic cyst ____cm head
C2123117  magnetic resonance cholangiopancreatography pancreatic cyst ____cm body
C2123118  MRCP pancreas ____cm cyst tail
C2123119  magnetic resonance cholangiopancreatography pancreatic cyst ____cm uncinate process
C2123120  MRCP pancreas pseudocyst ____cm
C2123156  MRCP gallbladder calculi
C2123158  biopsy of esophagus dysplasia (procedure)
C2123159  biopsy of esophagus dysplasia grade (L/M/H) (procedure)
C2123629  ultrasound abdominal liver nonspecific abnormality
C2123631  abdominal MRI liver nonspecific abnormality
C2126044  bowel movement frequency ___ per week
C2128844  number of days since last bowel movement (symptom)
C2128949  unpleasantly altered taste
C2128962  number of bowel movements per day
C2128964  character of diarrhea (symptom)
C2129216  diarrhea after traveling (symptom)
C2129277  lower back pain muscle spasm right side
C2129278  lower back pain muscle spasm left side
C2129317  volume of diarrhea per day (symptom)
C2129704  skin wound of vermilion border of lip (symptom)
C2130346  skin spot of vermilion border of lip
C2130721  skin patch of vermilion border of lip (symptom)
C2130737  skin patch along jawline on both sides (symptom)
C2131108  skin papule on vermilion border of lip (symptom)
C2131468  skin plaque of cheek (symptom)
C2131469  skin plaque of right cheek (symptom)
C2131470  skin plaque of left cheek
C2131471  skin plaque of both cheeks (symptom)
C2131484  skin plaque of around nose and mouth
C2131485  skin plaque of around nose and mouth on right side
C2131486  skin plaque of around nose and mouth on left side (symptom)
C2131487  skin plaque of around nose and mouth on both sides (symptom)
C2131488  skin plaque of lip
C2131489  skin plaque of skin of lip (symptom)
C2131490  skin plaque of vermilion border of lip (symptom)
C2131491  skin plaque of upper lip
C2131492  skin plaque of right side of upper lip
C2131493  skin plaque of left side of upper lip (symptom)
C2131494  skin plaque of both sides of upper lip (symptom)
C2131495  skin plaque of lower lip (symptom)
C2131496  skin plaque of right side of lower lip
C2131497  skin plaque of left side of lower lip (symptom)
C2131498  skin plaque of both sides of lower lip (symptom)
C2131499  skin plaque of chin
C2131500  skin plaque of right side of chin
C2131501  skin plaque of left side of chin (symptom)
C2131502  skin plaque of both sides of chin (symptom)
C2131503  skin plaque of jawline (symptom)
C2131504  skin plaque of jawline on right side (symptom)
C2131505  skin plaque of jawline on left side (symptom)
C2131506  skin plaque of jawline on both sides
C2131878  skin nodule of vermilion border of lip
C2132251  skin blister of vermilion border of lip (symptom)
C2132639  skin pimple of vermilion border of lip
C2133415  skin sore on vermilion border of lip (symptom)
C2136018  foreign object(s) placed in rectum
C2136331  allergy to soy protein products (history)
C2136453  allergy to cephalopods
C2136454  allergy to squid ink (history)
C2136455  allergy to octopus ink (history)
C2136795  reported tissue injury of lip
C2136796  reported tissue injury of upper lip (history)
C2136797  reported tissue injury of right upper lip
C2136798  reported tissue injury of left upper lip
C2136799  reported tissue injury of entire upper lip (history)
C2136800  reported tissue injury of lower lip
C2136801  reported tissue injury of right lower lip (history)
C2136802  reported tissue injury of left lower lip (history)
C2136803  reported tissue injury of both sides of lower lip
C2137028  ENT surgical result tongue mass completely removed
C2137029  ENT surgical result tongue mass partially removed
C2137030  ENT surgical result tongue mass still present
C2138575  crusts along anterior jaw line
C2138576  crusts along entire jaw line (physical finding)
C2138577  crusts along jaw line
C2138578  crusts along left jaw line (physical finding)
C2138579  crusts along posterior jaw line (physical finding)
C2138580  crusts along right jaw line (physical finding)
C2138581  crusts around both sides of mouth (physical finding)
C2138619  crusts on anal region
C2138648  crusts on both cheeks
C2138680  crusts on cheek (physical finding)
C2138682  crusts on chin
C2138739  crusts on entire chin (physical finding)
C2138742  crusts on entire lower lip (physical finding)
C2138745  crusts on entire upper lip
C2138813  crusts on left cheek (physical finding)
C2138834  crusts on left lateral cheek
C2138841  crusts on left lower cheek (physical finding)
C2138845  crusts on left lower lip (physical finding)
C2138851  crusts on left medial cheek
C2138865  crusts on left side of chin (physical finding)
C2138879  crusts on left upper cheek (physical finding)
C2138882  crusts on left upper lip
C2138887  large central incisors
C2140545  left circumoral ulcer with partial thickness skin loss (physical finding)
C2140546  left circumoral ulcer with subcutaneous tissue exposed (physical finding)
C2140574  left costovertebral angle tenderness
C2142132  scrotum hydrocele on the left
C2143362  purpura on anal region
C2143390  purpura on the face cheeks both
C2143421  purpura on cheek
C2143483  purpura on the face lip lower entire
C2143486  purpura on entire upper lip
C2143551  purpura on left cheek
C2143572  purpura on left lateral cheek (physical finding)
C2143579  purpura on left lower cheek
C2143583  purpura on left lower lip
C2143589  purpura on the face cheeks left inner (medial)
C2143618  purpura on left upper cheek (physical finding)
C2143621  purpura on left upper lip (physical finding)
C2143627  purpura on lower lip (physical finding)
C2143674  purpura on nasolabial groove (physical finding)
C2143704  purpura on the face philtrum
C2143758  purpura on right cheek (physical finding)
C2143779  purpura on right lateral cheek
C2143786  purpura on the face cheeks right lower (inferior)
C2143790  purpura on the face lip lower right
C2143796  purpura on right medial cheek (physical finding)
C2143825  purpura on the face cheeks right upper (superior)
C2143828  purpura on right upper lip
C2143835  purpura on skin portion of lip (physical finding)
C2143899  purpura on the face lip upper
C2143901  purpura on the face lip vermilion
C2144003  pustules on anal region
C2144538  the anterior tongue was absent
C2144539  absence of anterior one-third of tongue (physical finding)
C2144540  absence of anterior two-thirds of tongue
C2144541  absence of anterior tip of tongue
C2144542  absence of left side of tongue
C2144543  absence of right side of tongue (physical finding)
C2144544  the entire tongue was absent
C2144553  tongue epithelial lesion bulla (___ cm)
C2144555  tongue epithelial lesion erythroplakia (___ cm)
C2144556  follicular lesion of tongue
C2144557  tongue epithelial lesion leukoplakia (___ cm)
C2144558  tongue epithelial lesion macule (___ cm)
C2144559  tongue epithelial lesion papule (___ cm)
C2144560  tongue epithelial lesion patch (___ cm)
C2144561  petechial hemorrhage of tongue
C2144562  rugae of tongue (physical finding)
C2144563  small erythematous macules of tongue
C2144564  tender lesion of tongue (physical finding)
C2144565  tongue epithelial lesion ulcer (___ cm)
C2144566  tongue epithelial lesion vesicle (___ cm)
C2144567  tongue epithelial lesion vesicle erythematous (___ cm)
C2144568  tongue epithelial lesion white patch (___ cm)
C2144569  erythema and edema of tongue
C2144570  excoriation of tongue (physical finding)
C2144571  exudate of tongue
C2144572  clear exudate of tongue (physical finding)
C2144573  fibrinous exudate of tongue
C2144574  green exudate of tongue
C2144575  serosanguineous exudate of tongue
C2144576  tenacious exudate of tongue
C2144577  tenacious blue or black exudate of tongue (physical finding)
C2144578  tenacious gray exudate of tongue (physical finding)
C2144579  tenacious gray-yellow exudate of tongue (physical finding)
C2144580  tenacious white exudate of tongue
C2144581  yellow exudate of tongue (physical finding)
C2144582  forceful protrusion of tongue (physical finding)
C2144583  gumma of tongue (physical finding)
C2144589  color of lesion of tongue (physical finding)
C2144590  black lesion of tongue (physical finding)
C2144591  red lesion of tongue (physical finding)
C2144592  white lesion of tongue (physical finding)
C2144593  tongue lesion depth (___ cm)
C2144594  epithelial lesion of tongue (physical finding)
C2144595  tongue lesion length (___ cm)
C2144597  the tongue had multiple small nodules
C2144598  the lingual lesion had well-defined margins
C2144599  tongue lesion width (___ cm)
C2144601  tongue magenta cobblestone (physical finding)
C2144614  mass of tongue with bruit (physical finding)
C2144615  compressible mass of tongue
C2144616  cystic mass of tongue (physical finding)
C2144617  exophytic mass of tongue (physical finding)
C2144618  firm mass of tongue (physical finding)
C2144619  fixed mass of tongue (physical finding)
C2144620  fluctuant mass of tongue (physical finding)
C2144621  friable mass of tongue
C2144622  granulomatous mass of tongue (physical finding)
C2144623  hard mass of tongue (physical finding)
C2144624  hemorrhagic mass of tongue
C2144625  indurated mass of tongue (physical finding)
C2144626  nodular mass of tongue (physical finding)
C2144627  papillomatous mass of tongue
C2144628  pedunculated mass of tongue (physical finding)
C2144629  polypoid mass of tongue (physical finding)
C2144630  pulsatile mass of tongue (physical finding)
C2144631  sessile mass of tongue (physical finding)
C2144632  soft mass of tongue (physical finding)
C2144633  sublingual mass of tongue
C2144634  submucosal mass of tongue (physical finding)
C2144635  tender mass of tongue (physical finding)
C2144636  ulcerated mass of tongue
C2144637  findings of mucosa of tongue (physical finding)
C2144638  tongue mucositis scale
C2144639  atrophic circumvallate papillae of tongue
C2144640  erythematous circumvallate papillae of tongue (physical finding)
C2144641  hypertrophic circumvallate papillae of tongue
C2144642  tender circumvallate papillae of tongue
C2144643  atrophic filiform papillae of tongue (physical finding)
C2144644  erythematous filiform papillae of tongue (physical finding)
C2144645  hypertrophic filiform papillae of tongue
