C0008301  Choking
C2073557  X-ray chest lungs mass lesion apical (___ cm)
C2073558  X-ray chest lungs mass lesion basal (___ cm)
C2073559  X-ray chest lungs mass lesion hilar (___ cm)
C2073560  X-ray chest lungs mass lesion mediastinal (___ cm)
C2073561  X-ray chest lungs mass lesion peripheral (___ cm)
C2073562  X-ray chest lungs mass lesion pleural based (___ cm)
C2073566  X-ray chest lungs pulmonary calcification
C2073571  X-ray chest mass lesion left lung
C2073572  X-ray chest mass lesion left lung lower lobe
C2073573  X-ray chest mass lesion left lung upper lobe
C2073574  X-ray chest mass lesion right lung
C2073575  X-ray chest mass lesion right lung lower lobe
C2073576  X-ray chest mass lesion right lung middle lobe
C2073577  X-ray chest mass lesion right lung upper lobe
C2073583  X-ray chest lungs infiltrate miliary
C2073593  X-ray chest lungs infiltrate interstitial nodular
C2073606  X-ray chest pleura mass (___ cm)
C2073607  X-ray chest pleura mass left (___ cm)
C2073608  X-ray chest pleura mass left inferior (___ cm)
C2073609  X-ray chest pleura mass left inferior anterior (___ cm)
C2073610  X-ray chest pleura mass left inferior lateral (___ cm)
C2073611  X-ray chest pleura mass left inferior posterior (___ cm)
C2073612  X-ray chest pleura mass left superior (___ cm)
C2073613  X-ray chest pleura mass left superior anterior (___ cm)
C2073614  X-ray chest pleura mass left superior lateral (___ cm)
C2073615  X-ray chest pleura mass left superior posterior (___ cm)
C2073616  X-ray chest pleura mass right (___ cm)
C2073617  X-ray chest pleura mass right inferior (___ cm)
C2073618  X-ray chest pleura mass right inferior anterior (___ cm)
C2073619  X-ray chest pleura mass right inferior lateral (___ cm)
C2073620  X-ray chest pleura mass right inferior posterior (___ cm)
C2073621  X-ray chest pleura mass right superior (___ cm)
C2073622  X-ray chest pleura mass right superior anterior (___ cm)
C2073623  X-ray chest pleura mass right superior lateral (___ cm)
C2073624  X-ray chest pleura mass right superior posterior (___ cm)
C2073625  X-ray chest pleural effusion
C2073626  X-ray chest pleural effusion bilateral
C2073627  X-ray chest pleural effusion left only
C2073628  X-ray chest pleural effusion right only
C2073647  X-ray chest pulmonary calcification left lung
C2073648  X-ray chest pulmonary calcification left lung lower lobe
C2073649  X-ray chest pulmonary calcification left lung upper lobe
C2073650  X-ray chest pulmonary calcification right lung
C2073651  X-ray chest pulmonary calcification right lung lower lobe
C2073652  X-ray chest pulmonary calcification right lung middle lobe
C2073653  X-ray chest pulmonary calcification right lung upper lobe
C2073654  X-ray chest lungs infiltrate
C2073655  X-ray chest lungs infiltrate apical predominance
C2073656  X-ray chest lungs infiltrate basilar predominance
C2073671  X-ray chest lungs infiltrate interstitial reticular
C2073672  X-ray chest lungs infiltrate interstitial reticular-nodular
C2073708  X-ray chest hilar lymphadenopathy unilateral
C2073926  choking on foreign object (symptom)
C2074639  chronic cough gradually getting worse (symptom)
C2074640  sudden exacerbation of chronic cough
C2074641  chronic cough with no change
C2074674  chronic difficulty breathing
C2074675  chronic difficulty breathing with gradual exacerbation (symptom)
C2074676  chronic difficulty breathing with no change (symptom)
C2074677  chronic difficulty breathing preceded by chronic cough (symptom)
C2074678  chronic difficulty breathing with sudden exacerbation (symptom)
C2074985  chronic wheezing has not changed (symptom)
C2074986  chronic wheezing slowly much worse
C2074987  chronic wheezing suddenly much worse (symptom)
C2075699  the palate was completely cleft on the left side
C2075700  the palate was completely cleft on the right side
C2075701  incomplete cleft palate was observed on the left side
C2075702  incomplete cleft palate was observed on the right side
C2076555  infiltrative pulmonary tuberculosis bacteriology and histology unknown (diagnosis)
C2076571  inflammation of both adenoids
C2076574  inflammation of left adenoid
C2076579  inflammation of right adenoid (physical finding)
C2077318  inspiratory rales or crackles
C2077321  inspiratory rhonchi (physical finding)
C2078168  intranasal mass (physical finding)
C2078169  intranasal mass mucocele (___ cm)
C2078170  size of intranasal mucocele in left nostril
C2078171  size of intranasal mucocele in right nostril
C2078172  size of intranasal neoplasm in left nostril (physical finding)
C2078173  size of intranasal neoplasm in right nostril (physical finding)
C2078174  intranasal mass pyocele (___ cm)
C2078175  size of intranasal pyocele in left nostril (physical finding)
C2078176  size of intranasal pyocele in right nostril
C2078177  intranasal mass polyp (___cm)
C2079422  isolated tuberculosis of bronchus bacteriology and histology not done
C2079423  isolated tuberculosis of bronchus bacteriology and histology unknown (diagnosis)
C2079428  isolated tuberculosis of trachea bacteriology and histology not done (diagnosis)
C2079429  isolated tuberculosis of trachea bacteriology and histology unknown
C2079921  petechial hemorrhages of both sides of nose (physical finding)
C2079922  petechial hemorrhage of columella (physical finding)
C2079923  petechial hemorrhage of dorsum of nose
C2079925  petechial hemorrhage of nasolabial groove
C2079926  petechial hemorrhage of nostril (physical finding)
C2079927  petechial hemorrhage of both nostrils (physical finding)
C2079928  petechial hemorrhage of left nostril (physical finding)
C2079929  petechial hemorrhage of right nostril (physical finding)
C2079931  petechial hemorrhage of tip of nose
C2079932  petechial hemorrhage of tip of nose on left (physical finding)
C2079933  petechial hemorrhage of tip of nose on right (physical finding)
C2080431  X-ray pharynx foreign body
C2080706  severe dyspnea requiring oxygen (history)
C2081738  plaque on ala nasi (physical finding)
C2081739  plaque on alar groove
C2081761  plaque on the face nose ala nasi both
C2081762  plaque on the face nose alar groove both
C2081785  plaque on both nostrils
C2081804  plaque on columella of nose (physical finding)
C2081855  plaque on the face nose dorsum
C2081921  plaque on the face nose ala nasi left
C2081922  plaque on left alar groove (physical finding)
C2081975  plaque on left nostril (physical finding)
C2081985  plaque on the face nose left
C2081988  plaque on the face nose tip left
C2082055  plaque on nasolabial groove (physical finding)
C2082058  plaque on nose (physical finding)
C2082059  plaque on nostril (physical finding)
C2082128  plaque on right ala nasi (physical finding)
C2082129  plaque on right alar groove (physical finding)
C2082182  plaque on right nostril (physical finding)
C2082192  plaque on right side of nose
C2082195  plaque on right side of tip of nose (physical finding)
C2082232  plaque of both sides of nose (physical finding)
C2082260  plaque on tip of nose (physical finding)
C2082530  pleural friction rub bilaterally (physical finding)
C2082531  pleural friction rub expiration (physical finding)
C2082532  pleural friction rub inspiration (physical finding)
C2082533  pleural friction rub on left (physical finding)
C2082534  pleural friction rub on right (physical finding)
C2087109  lesions on right side of nose
C2087110  lesions on the face nose left
C2087111  lesions on both nasal side walls
C2087465  nasal discharge cloudy
C2087466  inferior deviation of nasal septum
C2087467  superior deviation of nasal septum (physical finding)
C2087468  anterior deviation of nasal septum (physical finding)
C2087469  posterior deviation of nasal septum (physical finding)
C2087470  deviation of nasal septum to right (physical finding)
C2087471  deviation of nasal septum to left (physical finding)
C2087472  S-shaped deviation of nasal septum
C2087473  deviation of nasal septum off maxillary crest (physical finding)
C2087474  deviation of nasal septum with caudal septum visible in nostril
C2087475  deviation of nasal septum obstructing right nostril
C2087476  deviation of nasal septum obstructing left nostril
C2087477  deviation of nasal septum abutting right middle turbinate (physical finding)
C2087478  deviation of nasal septum abutting left middle turbinate (physical finding)
C2087479  deviation of nasal septum abutting right inferior turbinate (physical finding)
C2087480  deviation of nasal septum abutting left inferior turbinate (physical finding)
C2087481  deviation of nasal septum abutting right nasal wall
C2087482  deviation of nasal septum abutting left nasal wall (physical finding)
C2087486  severity of tenderness of ethmoidal sinus
C2087489  severity of obstruction due to enlargement of tonsils
C2087491  adenoids enlargement severity of hypertrophy ___(0-4+)
C2087500  swelling of nasopharynx on right (physical finding)
C2087501  swelling of nasopharynx on left
C2087502  swelling of nasopharynx on both sides
C2087507  nasopharynx mass right (___ cm)
C2087508  nasopharynx mass left (___ cm)
