C0002418  Amblyopia
C2142386  bloody wound of left knee (physical finding)
C2142651  bilateral proptosis was observed
C2142652  proptosis Hertel base left (___ mm)
C2142653  proptosis Hertel base right (___ mm)
C2142654  proptosis increases with Valsalva (physical finding)
C2142655  proptosis of both eyes increases with Valsalva (physical finding)
C2142656  proptosis of left eye increases with Valsalva
C2142657  proptosis of right eye increases with Valsalva (physical finding)
C2142658  pulsating proptosis was observed
C2142659  pulsating proptosis of both eyes was observed
C2142660  pulsating proptosis of left eye (physical finding)
C2142661  pulsating proptosis of right eye
C2142662  unilateral proptosis (physical finding)
C2142663  proptosis with scleral prominence (sunset sign)
C2142664  proptosis with scleral prominence of both eyes was observed
C2142665  proptosis of left eye with scleral prominence (physical finding)
C2142666  proptosis of right eye with scleral prominence (physical finding)
C2142891  pseudopapilledema of both eyes
C2142892  pseudopapilledema of left eye (diagnosis)
C2142893  pseudopapilledema of right eye (diagnosis)
C2142894  pseudophakia of anterior chamber
C2142895  an anterior chamber pseudophakos was present in both eyes
C2142896  pseudophakia of anterior chamber of left eye
C2142897  pseudophakia of anterior chamber of right eye (diagnosis)
C2142898  iris fixated pseudophakia
C2142899  posterior chamber intraocular lens
C2142900  pseudophakia posterior chamber both eyes
C2142901  pseudophakia of posterior chamber of left eye (diagnosis)
C2142902  pseudophakia of posterior chamber of right eye
C2142903  pseudoptosis of both eyelids (physical finding)
C2142904  pseudoptosis of left eyelid
C2142905  pseudoptosis of right eyelid
C2143063  pterygium of both eyes from the lateral canthus was observed
C2143064  pterygium of both eyes from the medial canthus was observed
C2143065  pterygium of lateral aspect of left eye
C2143066  pterygium of medial aspect of left eye
C2143067  pterygium of lateral aspect of right eye (physical finding)
C2143068  pterygium of medial aspect of right eye
C2143070  pterygium left eye lateral distance onto cornea (___ mm)
C2143071  pterygium left eye medial distance onto cornea (___ mm)
C2143075  pterygium right eye lateral distance onto cornea (___ mm)
C2143076  pterygium right eye medial distance onto cornea (___ mm)
C2143080  blepharoptosis of left eye
C2143084  ptosis persists on downward gaze (physical finding)
C2143085  bilateral ptosis persists on downgaze
C2143086  ptosis of left eye persists on downward gaze (physical finding)
C2143087  ptosis of right eye persists on downward gaze (physical finding)
C2143088  ptosis responds to sympathomimetics
C2143089  ptosis reverses on downward gaze (physical finding)
C2143090  bilateral ptosis reverses on downgaze
C2143091  ptosis of left eye reverses on downward gaze (physical finding)
C2143092  ptosis of right eye reverses on downward gaze
C2143205  pulse delay apical to carotid
C2143206  pulse delay radial to femoral (physical finding)
C2143222  pulse rhythm irregularly irregular
C2143223  pulse rhythm regularly irregular
C2143228  pulsus paradoxus over 10 mmHg (physical finding)
C2143232  punctal stenosis of left lower eyelid (physical finding)
C2143233  punctal stenosis of left upper eyelid (physical finding)
C2143234  punctal stenosis of right lower eyelid (physical finding)
C2143235  punctal stenosis of right upper eyelid
C2143236  epithelial keratitis punctate right eye central
C2143307  hippus was observed in both eyes
C2143308  hippus of left eye
C2143309  hippus of right eye
C2143310  pupillary paralysis was noted in both eyes
C2143311  pupillary paralysis of left eye
C2143312  pupillary paralysis of right eye
C2143320  purpura along anterior jaw line (physical finding)
C2143321  purpura along entire jaw line
C2143322  purpura on the face along the jaw line
C2143323  purpura along left jaw line (physical finding)
C2143324  purpura along posterior jaw line
C2143325  purpura along right jaw line
C2143326  purpura on the face circumorally both
C2143327  purpura around both sides of nose and mouth (physical finding)
C2143328  purpura around left side of mouth (physical finding)
C2143329  purpura around left side of nose and mouth
C2143330  purpura around mouth (physical finding)
C2143331  purpura on the face around nose and mouth
C2143332  purpura around right side of mouth (physical finding)
C2143333  purpura on the face around nose and mouth right
C2143334  purpura between the toes left foot first-second
C2143335  purpura between the toes right foot first-second
C2143336  purpura between fourth and fifth toes on left foot
C2143337  purpura between fourth and fifth toes on right foot
C2143338  purpura between the toes left foot second-third
C2143339  purpura between second and third toes on right foot
C2143340  purpura between third and fourth toes on left foot (physical finding)
C2143341  purpura between third and fourth toes on right foot (physical finding)
C2143342  purpura between toes (physical finding)
C2143343  purpura between toes on both feet (physical finding)
C2143344  purpura between toes on left foot
C2143345  purpura between the toes right foot
C2143346  purpura 'blueberry muffin' rash (physical finding)
C2143347  purpura was seen in the diaper area involving the buttocks
C2143348  purpura was seen in the diaper area toward the front
C2143349  purpura, looking papular, was seen in the diaper area
C2143350  purpura, with peeling, was seen in the diaper area
C2143351  raw-looking purpura was seen in the diaper area
C2143352  purpura, with scabs present, was seen in the diaper area
C2143353  purpura, looking smooth and red, was seen in the diaper area
C2143354  purpura in diaper area (physical finding)
C2143355  purpura in entire inguinal region (physical finding)
C2143356  purpura in inguinal region (physical finding)
C2143357  purpura in left inguinal region (physical finding)
C2143358  purpura in right inguinal region (physical finding)
C2143359  purpura on abdomen (physical finding)
C2143360  purpura on the face nose ala nasi
C2143361  purpura on the face nose alar groove
C2143362  purpura on anal region
C2143363  purpura on the feet soles left heel anterior
C2143364  purpura on anterior heel of right foot (physical finding)
C2143365  purpura on anterior neck
C2143366  purpura on anterior scalp (physical finding)
C2143367  purpura on the knees both anterior
C2143368  purpura on anterior surface of both thighs (physical finding)
C2143369  purpura on anterior surface of left knee (physical finding)
C2143370  purpura on anterior surface of left thigh (physical finding)
C2143371  purpura on the knees right anterior
C2143372  purpura on anterior surface of right thigh (physical finding)
C2143373  purpura on the feet soles left arch
C2143374  purpura on the feet soles right arch
C2143375  purpura on the chest areola
C2143376  purpura on the arms
C2143377  purpura on back
C2143378  purpura on back of both shoulders
C2143379  purpura on back of left shoulder (physical finding)
C2143380  purpura on back of right shoulder
C2143381  purpura on the shoulders back
C2143382  purpura on both ala nasi
C2143383  purpura on both alar grooves
C2143384  purpura on both ankles
C2143385  purpura on both areolae (physical finding)
C2143386  purpura on both arms (physical finding)
C2143387  purpura on both breasts (physical finding)
C2143388  purpura on both buttocks (physical finding)
C2143389  purpura on both calves (physical finding)
C2143390  purpura on the face cheeks both
C2143391  purpura on both ears
C2143392  purpura on the elbows both
C2143393  purpura on both eyebrows (physical finding)
C2143394  purpura on the forearms both
C2143395  purpura on both hands
C2143396  purpura on the calves bilaterally inferior
C2143397  purpura on both infraclavicular regions
C2143398  purpura on both knees
C2143399  purpura labia bilateral
C2143400  purpura on both lateral ankles (physical finding)
C2143401  purpura on the elbows both lateral
C2143402  purpura on both lower shins
C2143403  purpura on both medial ankles (physical finding)
C2143404  purpura on both medial elbows
C2143405  purpura on both nipples
C2143406  purpura on the face nose nostril both
C2143407  purpura on both outside elbows
C2143408  purpura on both paranasal folds (physical finding)
C2143409  purpura on the knees both popliteal fossae
C2143410  purpura on the shins both
C2143411  purpura on both sides of anterior neck (physical finding)
C2143412  purpura on both sides of posterior neck sides (physical finding)
C2143413  purpura on both superior calves (physical finding)
C2143414  purpura on the chest supraclavicular bilateral
C2143415  purpura on both temples (physical finding)
C2143416  purpura on both thighs
