C0002170  Hair loss
C2157981  nodules on the breasts right superior medial quadrant
C2157982  nodules on the breasts right inferior medial quadrant
C2157983  nodules on the breasts left
C2157984  nodules on the breasts left superior lateral quadrant
C2157985  nodules on the breasts left inferior lateral quadrant
C2157986  nodules on the breasts left superior medial quadrant
C2157987  nodules on the breasts left inferior medial quadrant
C2157988  nodules on the breasts both
C2157989  nodules on the chest nipple(s) right
C2157990  nodules on the chest nipple(s) left
C2157991  nodules on the chest nipple(s) both
C2157992  nodules on the chest supraclavicular
C2157993  nodules on the chest supraclavicular right
C2157994  nodules on the chest supraclavicular left
C2157995  nodules on the chest supraclavicular bilateral
C2157996  nodules on the chest infraclavicular
C2157997  nodules on the chest infraclavicular right
C2157998  nodules on the chest infraclavicular left
C2157999  nodules on the chest infraclavicular bilateral
C2158000  nodules abdomen
C2158001  nodules abdomen right upper (superior)
C2158002  nodules abdomen left upper (superior)
C2158003  nodules abdomen right lower (inferior)
C2158004  nodules abdomen left lower (inferior)
C2158005  nodules abdomen midline
C2158006  nodules abdomen entire
C2158007  nodules abdomen periumbilical
C2158008  nodules back
C2158009  nodules back upper
C2158010  nodules back upper right
C2158011  nodules back upper left
C2158012  nodules back upper entire
C2158013  nodules back middle
C2158014  nodules back middle right
C2158015  nodules back middle left
C2158016  nodules back middle entire
C2158017  nodules back lower
C2158018  nodules back lower right
C2158019  nodules back lower left
C2158020  nodules back lower entire
C2158021  nodule of perineum
C2158022  nodules inguinal
C2158023  nodules inguinal right
C2158024  nodules inguinal left
C2158025  nodules inguinal entire
C2158026  nodules scrotum right
C2158027  nodules scrotum left
C2158028  nodules scrotum anterior
C2158029  nodules scrotum posterior
C2158030  nodules pubic area
C2158031  nodules pubic area right
C2158032  nodules pubic area left
C2158033  nodules pubic area bilateral
C2158034  nodules diaper area
C2158035  nodule of diaper area in front
C2158036  nodules diaper area buttocks
C2158037  nodule of diaper area with peeling (physical finding)
C2158038  nodule of diaper area with scabs (physical finding)
C2158039  nodule of diaper area with raw appearance
C2158040  nodule of diaper area with smooth and red appearance
C2158041  nodule of diaper area with papular appearance (physical finding)
C2158042  nodules vulvar
C2158043  nodules vulvar right
C2158044  nodules vulvar left
C2158045  nodules vulvar both
C2158046  nodules labia
C2158047  nodules labia right
C2158048  nodules labia left
C2158049  nodules labia bilateral
C2158050  nodules on the buttocks
C2158051  nodules on the buttocks right
C2158052  nodules on the buttocks left
C2158053  nodules on the buttocks both
C2158054  nodules on the thighs
C2158055  nodules on the thighs right
C2158056  nodules on the thighs right proximal
C2158057  nodules on the thighs right distal
C2158058  nodules on the thighs right anterior
C2158059  nodules on the thighs right posterior
C2158060  nodules on the thighs right medial
C2158061  nodules on the thighs right lateral
C2158062  nodules on the thighs left proximal
C2158063  nodules on the thighs left distal
C2158064  nodules on the thighs left anterior
C2158065  nodules on the thighs left posterior
C2158066  nodules on the thighs left medial
C2158067  nodules on the thighs left lateral
C2158068  nodules on the thighs both
C2158069  nodules on the thighs both proximal
C2158070  nodules on the thighs both distal
C2158071  nodules on the thighs both anterior
C2158072  nodules on the thighs both posterior
C2158073  nodules on the thighs both medial
C2158074  nodules on the thighs both lateral
C2158075  skin nodules on right shin
C2158076  nodules on the shins right superior
C2158077  nodules on the shins right inferior
C2158078  nodules on the shins left
C2158079  skin nodules on left upper shin
C2158080  skin nodules on left lower shin
C2158081  nodules on the shins both
C2158082  nodules on the shins both superior
C2158083  nodules on the shins both inferior
C2158084  nodules on the calves
C2158085  nodules on the calves on the right
C2158086  skin nodules on right upper calf
C2158087  skin nodules on right lower calf
C2158088  nodules on the calves on the left
C2158089  skin nodules on left upper calf
C2158090  nodules on the calves on the left inferior
C2158091  nodules on the calves bilaterally
C2158092  nodules on the calves bilaterally superior
C2158093  nodules on the calves bilaterally inferior
C2158094  skin nodules on soles of feet
C2158095  nodules on the feet soles right heel
C2158096  nodules on the feet soles right heel anterior
C2158097  nodules on the feet soles right heel posterior
C2158098  nodules on the feet soles right heel medial
C2158099  nodules on the feet soles right heel lateral
C2158100  nodules on the feet soles right arch
C2158101  nodules on the feet soles right arch medial
C2158102  nodules on the feet soles right arch lateral
C2158103  skin nodules on the plantar metatarsal area of right foot
C2158104  nodules on the soles right metatarsal area medial
C2158105  nodules on the soles right metatarsal area lateral
C2158106  nodules on the feet soles left heel
C2158107  nodules on the feet soles left heel anterior
C2158108  nodules on the feet soles left heel posterior
C2158109  nodules on the feet soles left heel medial
C2158110  nodules on the feet soles left heel lateral
C2158111  nodules on the feet soles left arch
C2158112  nodules on the feet soles left arch medial
C2158113  nodules on the feet soles left arch lateral
C2158114  nodules on the soles left metatarsal area
C2158115  nodules on the soles left metatarsal area medial
C2158116  nodules on the soles left metatarsal area lateral
C2158117  nodules on the feet soles bilaterally
C2158118  nodules on the feet top
C2158119  nodules on the feet top right
C2158120  nodules on the feet top right anterior
C2158121  nodules on the feet top right posterior
C2158122  nodules on the feet top right medial
C2158123  nodules on the feet top right lateral
C2158124  nodules on the feet top left
C2158125  nodules on the feet top left anterior
C2158126  nodules on the feet top left posterior
C2158127  nodules on the feet top left medial
C2158128  nodules on the feet top left lateral
C2158129  nodules on the feet top bilateral
C2158130  nodules on the right great toe
C2158131  nodules on the right great toe proximal
C2158132  nodules on the right great toe distal
C2158133  nodules on the right great toe plantar
C2158134  nodules on the right great toe dorsal
C2158135  nodules on the right great toe medial
C2158136  nodules on the right great toe lateral
C2158137  nodules on the right second toe
C2158138  nodules on the right second toe proximal
C2158139  nodules on the right second toe distal
C2158140  nodules on the right second toe plantar
C2158141  nodules on the right second toe dorsal
C2158142  nodules on the right second toe medial
C2158143  nodules on the right second toe lateral
