C0003962  Ascites
C2143669  purpura on midline of chin (physical finding)
C2143670  purpura abdomen midline
C2143671  purpura on the buttocks midline
C2143672  purpura on midline region of chest
C2143673  purpura on the fingers multiple fingers of both hands
C2143674  purpura on nasolabial groove (physical finding)
C2143675  purpura on the neck
C2143676  purpura on nipple
C2143677  purpura on nose (physical finding)
C2143678  purpura on nostril (physical finding)
C2143679  purpura on the hands both palmar
C2143680  purpura on palmar surface of left hand (physical finding)
C2143681  purpura on the fingers left index finger palmar
C2143682  purpura on the fingers left little finger palmar
C2143683  purpura on the fingers left middle finger palmar
C2143684  purpura on the fingers left ring finger palmar
C2143685  purpura on the fingers left thumb palmar
C2143686  purpura on palmar surface of right hand (physical finding)
C2143687  purpura on the fingers right index finger palmar
C2143688  purpura on the fingers right little finger palmar
C2143689  purpura on the fingers right middle finger palmar
C2143690  purpura on the fingers right ring finger palmar
C2143691  purpura on palmar surface of right thumb (physical finding)
C2143692  purpura on paranasal fold
C2143693  purpura abdomen periumbilical
C2143694  purpura on the fingers left index finger periungual
C2143695  purpura on the fingers left little finger periungual
C2143696  purpura on the fingers left middle finger periungual
C2143697  purpura on the fingers left ring finger periungual
C2143698  purpura on the fingers left thumb periungual
C2143699  purpura on the fingers right index finger periungual
C2143700  purpura on the fingers right little finger periungual
C2143701  purpura on the fingers right middle finger periungual
C2143702  purpura on the fingers right ring finger periungual
C2143703  purpura on the fingers right thumb periungual
C2143704  purpura on the face philtrum
C2143705  purpura on plantar surface of left fourth toe (physical finding)
C2143706  purpura on plantar surface of left great toe
C2143707  purpura on plantar surface of left little toe (physical finding)
C2143708  purpura on the left second toe plantar
C2143709  purpura on the left third toe plantar
C2143710  purpura on plantar surface of right fourth toe (physical finding)
C2143711  purpura on plantar surface of right great toe
C2143712  purpura on plantar surface of right little toe
C2143713  purpura on plantar surface of right second toe (physical finding)
C2143714  purpura on the right third toe plantar
C2143715  purpura on posterior heel of left foot
C2143716  purpura on posterior heel of right foot (physical finding)
C2143717  purpura on posterior neck (physical finding)
C2143718  purpura on the scalp toward the back
C2143719  purpura on posterior surface of both thighs
C2143720  purpura on posterior surface of left thigh (physical finding)
C2143721  purpura on the thighs right posterior
C2143722  purpura on the thighs both proximal
C2143723  purpura on proximal end of left forearm (physical finding)
C2143724  purpura on the left fourth toe proximal
C2143725  purpura on proximal end of left great toe
C2143726  purpura on the fingers left index finger proximal
C2143727  purpura on the fingers left little finger proximal
C2143728  purpura on the left little toe proximal
C2143729  purpura on the fingers left middle finger proximal
C2143730  purpura on the fingers left ring finger proximal
C2143731  purpura on proximal end of left second toe (physical finding)
C2143732  purpura on proximal end of left thigh (physical finding)
C2143733  purpura on proximal end of left third toe (physical finding)
C2143734  purpura on proximal end of left thumb
C2143735  purpura on the forearms right proximal
C2143736  purpura on proximal end of right fourth toe
C2143737  purpura on proximal end of right great toe (physical finding)
C2143738  purpura on the fingers right index finger proximal
C2143739  purpura on the fingers right little finger proximal
C2143740  purpura on proximal end of right little toe (physical finding)
C2143741  purpura on the fingers right middle finger proximal
C2143742  purpura on the fingers right ring finger proximal
C2143743  purpura on the right second toe proximal
C2143744  purpura on the thighs right proximal
C2143745  purpura on proximal end of right third toe
C2143746  purpura on right ala nasi (physical finding)
C2143747  purpura on the face nose alar groove right
C2143748  purpura on the ankles right
C2143749  purpura on the elbows right antecubital fossa
C2143750  purpura on right antihelix (physical finding)
C2143751  purpura on right antitragus
C2143752  purpura on right areola (physical finding)
C2143753  purpura on right arm
C2143754  purpura on right auricle
C2143755  purpura on right breast (physical finding)
C2143756  purpura on the buttocks right
C2143757  purpura on right calf (physical finding)
C2143758  purpura on right cheek (physical finding)
C2143759  purpura on the chest right
C2143760  purpura on right concha
C2143761  purpura on right dorsal arm
C2143762  purpura on right elbow
C2143763  purpura on the elbows right extensor
C2143764  purpura on right external auditory canal (physical finding)
C2143765  purpura on the face eyebrows right
C2143766  purpura on right forearm
C2143767  purpura on the right fourth toe
C2143768  purpura on the right great toe
C2143769  purpura on right hand
C2143770  purpura on right helix
C2143771  purpura on the fingers right index finger
C2143772  purpura on the calves on the right inferior
C2143773  purpura on right infraclavicular region
C2143774  purpura on right knee (physical finding)
C2143775  purpura on right labia (physical finding)
C2143776  purpura on the ankles right lateral
C2143777  purpura on right lateral arm
C2143778  purpura on the face eyelids canthus right lateral
C2143779  purpura on right lateral cheek
C2143780  purpura on right lateral elbow
C2143781  purpura on right lateral eyebrow
C2143782  purpura on the fingers right little finger
C2143783  purpura on right little toe
C2143784  purpura on right lower abdomen
C2143785  purpura back lower right
C2143786  purpura on the face cheeks right lower (inferior)
C2143787  purpura on the chest right lower (inferior)
C2143788  purpura on right lower eyelid (physical finding)
C2143789  purpura on right lower forehead
C2143790  purpura on the face lip lower right
C2143791  purpura on right lower paranasal fold (physical finding)
C2143792  purpura on right lower shin
C2143793  purpura on right medial ankle (physical finding)
C2143794  purpura on right medial arm (physical finding)
C2143795  purpura on right medial canthus (physical finding)
C2143796  purpura on right medial cheek (physical finding)
C2143797  purpura on right medial elbow (physical finding)
C2143798  purpura on right medial eyebrow (physical finding)
C2143799  purpura on right middle back (physical finding)
C2143800  purpura on the fingers right middle finger
C2143801  purpura on right nipple
C2143802  purpura on right nostril
C2143803  purpura on right outside elbow
C2143804  purpura on right paranasal fold (physical finding)
C2143805  purpura on right popliteal fossa (physical finding)
C2143806  purpura on the fingers right ring finger
C2143807  purpura on the ear right auricle scaphoid
C2143808  purpura on the right second toe
C2143809  purpura on right shin (physical finding)
C2143810  purpura on the neck front right
C2143811  purpura on right side of chin (physical finding)
C2143812  purpura on the face nose right
C2143813  purpura on right side of posterior neck
C2143814  purpura on the scalp on the right side
C2143815  purpura on the face nose tip right
C2143816  purpura on right superior calf (physical finding)
C2143817  purpura on right supraclavicular region of chest (physical finding)
C2143818  purpura on the face on the temple right
C2143819  purpura on the thighs right
C2143820  purpura on right third toe
C2143821  purpura on right thumb (physical finding)
C2143822  purpura on right tragus
C2143823  purpura on right upper abdomen (physical finding)
C2143824  purpura on right upper back (physical finding)
C2143825  purpura on the face cheeks right upper (superior)
C2143826  purpura on the chest right upper (superior)
C2143827  purpura on right upper forehead (physical finding)
C2143828  purpura on right upper lip
C2143829  purpura on right upper paranasal fold (physical finding)
C2143830  purpura on the shins right superior
C2143831  purpura on the arms right volar
C2143832  purpura on scalp
C2143833  purpura on the shins
C2143834  purpura on shoulder (physical finding)
C2143835  purpura on skin portion of lip (physical finding)
C2143836  purpura on sole of foot
C2143837  purpura on the feet soles bilaterally
C2143838  purpura on superior lateral quadrant of left breast
C2143839  purpura on superior lateral quadrant of right breast
C2143840  purpura on superior medial quadrant of left breast (physical finding)
C2143841  purpura on superior medial quadrant of right breast (physical finding)
C2143842  purpura on supraclavicular region of chest (physical finding)
C2143843  purpura on temple
C2143844  purpura was seen on the antecubital fossae
C2143845  purpura was seen on the face in a butterfly pattern
C2143846  purpura was seen on the angular commissure
C2143847  purpura was seen on the angular commissure on the left
C2143848  purpura was seen on the angular commissure on the right
C2143849  purpura on both sides of nose (physical finding)
C2143850  purpura of lower extremity (physical finding)
C2143851  purpura on the fingers right thumb proximal
C2143852  purpura on toe
C2143853  purpura was seen on the left lateral trunk
