C0000731  ABDOMINAL DISTENTION
C2131780  skin plaque of lateral aspect of both ankles (symptom)
C2131781  skin plaque of foot (symptom)
C2131782  skin plaque of right foot
C2131783  skin plaque of top of right foot
C2131784  skin plaque of sole of right foot
C2131785  skin plaque of medial aspect of right foot (symptom)
C2131786  skin plaque of lateral aspect of right foot
C2131787  skin plaques of right foot with moccasin distribution (symptom)
C2131788  skin plaque of left foot
C2131789  skin plaque of top of left foot
C2131790  skin plaque of sole of left foot
C2131791  skin plaque of medial aspect of left foot (symptom)
C2131792  skin plaque of lateral aspect of left foot
C2131793  skin plaques of left foot with moccasin distribution (symptom)
C2131794  skin plaque of both feet (symptom)
C2131795  skin plaque of top of both feet
C2131796  skin plaque of soles of both feet
C2131797  skin plaque of medial aspect of both feet
C2131798  skin plaque of lateral aspect of both feet (symptom)
C2131799  skin plaques of both feet with moccasin distribution
C2131800  skin plaque of toe (symptom)
C2131801  skin plaque of toe of right foot (symptom)
C2131802  skin plaque of great toe of right foot
C2131803  skin plaque of second toe of right foot
C2131804  skin plaque of third toe of right foot
C2131805  skin plaque of fourth toe of right foot (symptom)
C2131806  skin plaque of little toe of right foot
C2131807  skin plaque of toe of left foot (symptom)
C2131808  skin plaque of great toe of left foot (symptom)
C2131809  skin plaque of second toe of left foot
C2131810  skin plaque of third toe of left foot
C2131811  skin plaque of fourth toe of left foot
C2131812  skin plaque of little toe of left foot
C2131813  skin plaque between toes (symptom)
C2131814  skin plaque between toes of right foot (symptom)
C2131815  skin plaque between toes of left foot (symptom)
C2131816  skin plaque between toes of both feet
C2131817  skin nodule shape [as symptom]
C2131818  skin nodule circular in shape [as symptom]
C2131819  skin nodule coin-shaped [as symptom]
C2131820  skin nodule circular in shape at site of tick bite [as symptom]
C2131821  skin nodule lacy [as symptom]
C2131822  skin nodule polygonal [as symptom]
C2131823  skin nodules generalized [as symptom]
C2131824  skin nodules generalized including palms and soles [as symptom]
C2131825  skin nodules generalized excluding palms and soles [as symptom]
C2131826  skin nodules generalized including the palms [as symptom]
C2131827  skin nodules generalized excluding the palms [as symptom]
C2131828  generalized skin nodules including soles of feet (symptom)
C2131829  generalized skin nodules excluding soles of feet (symptom)
C2131830  skin nodules generalized including the eyelid(s) [as symptom]
C2131831  skin nodules generalized including interior surfaces [as symptom]
C2131832  generalized skin nodules including interior of nose (symptom)
C2131833  generalized skin nodules including interior of mouth (symptom)
C2131834  generalized skin nodules including interior of genitalia
C2131835  generalized skin nodules including interior of rectum (symptom)
C2131836  skin nodule localized to [as symptom]
C2131837  skin nodule of scalp (symptom)
C2131838  skin nodule of anterior aspect of scalp
C2131839  skin nodule of top of scalp
C2131840  skin nodule of lateral aspect of right side of scalp
C2131841  skin nodule of lateral aspect of left side of scalp (symptom)
C2131842  skin nodule of posterior aspect of scalp
C2131843  skin nodule of scalp at hair line
C2131844  skin nodule of ear (symptom)
C2131845  skin nodule of right ear
C2131846  skin nodule of left ear (symptom)
C2131847  skin nodule of face (symptom)
C2131848  skin nodule of forehead (symptom)
C2131849  skin nodule of right forehead (symptom)
C2131850  skin nodule of left forehead
C2131851  skin nodule of entire forehead (symptom)
C2131852  skin nodule between forehead and ear
C2131853  skin nodule between forehead and right ear
C2131854  skin nodule between forehead and left ear
C2131855  skin nodule between forehead and both ears
C2131856  skin nodule of cheek
C2131857  skin nodule of right cheek
C2131858  skin nodule of left cheek (symptom)
C2131859  skin nodule of both cheeks (symptom)
C2131860  skin nodule of junction of nose and cheek
C2131861  skin nodule of junction of nose and right cheek (symptom)
C2131862  skin nodule of junction of nose and left cheek
C2131863  skin nodule of junction of nose and cheek on both sides (symptom)
C2131864  skin nodule of nose (symptom)
C2131865  skin nodule of right side of nose (symptom)
C2131866  skin nodule of left side of nose
C2131867  skin nodule of both sides of nose
C2131868  skin nodule of area around mouth (symptom)
C2131869  skin nodule of area around right side of mouth (symptom)
C2131870  skin nodule of area around left side of mouth
C2131871  skin nodule of area around both sides of mouth
C2131872  skin nodule of around nose and mouth
C2131873  skin nodule of around nose and mouth on right side
C2131874  skin nodule of around nose and mouth on left side (symptom)
C2131875  skin nodule of around nose and mouth on both sides
C2131876  skin nodule of lip (symptom)
C2131877  skin nodule of skin of lip (symptom)
C2131878  skin nodule of vermilion border of lip
C2131879  skin nodule of upper lip
C2131880  skin nodule of right side of upper lip
C2131881  skin nodule of left side of upper lip
C2131882  skin nodule of both sides of upper lip
C2131883  skin nodule of lower lip (symptom)
C2131884  skin nodule of right side of lower lip (symptom)
C2131885  skin nodule of left side of lower lip (symptom)
C2131886  skin nodule of both sides of lower lip
C2131887  skin nodule of chin (symptom)
C2131888  skin nodule of right side of chin (symptom)
C2131889  skin nodule of left side of chin
C2131890  skin nodule of both sides of chin
C2131891  skin nodule along jawline (symptom)
C2131892  skin nodule along jawline on right side
C2131893  skin nodule along jawline on left side (symptom)
C2131894  skin nodule along jawline on both sides
C2131895  skin nodule of neck
C2131896  skin nodule of right side of neck
C2131897  skin nodule of anterior aspect of right side of neck
C2131898  skin nodule of posterior aspect of right side of neck (symptom)
C2131899  skin nodule of left side of neck
C2131900  skin nodule of anterior aspect of left side of neck (symptom)
C2131901  skin nodule of posterior aspect of left side of neck (symptom)
C2131902  skin nodule of both sides of neck
C2131903  skin nodule of anterior aspect of both sides of neck (symptom)
C2131904  skin nodule of posterior aspect of both sides of neck (symptom)
C2131905  skin nodule of shoulder
C2131906  skin nodule of right shoulder
C2131907  skin nodule of anterior aspect of right shoulder
C2131908  skin nodule of top of right shoulder (symptom)
C2131909  skin nodule of posterior aspect of right shoulder
C2131910  skin nodule of left shoulder
C2131911  skin nodule of anterior aspect of left shoulder
C2131912  skin nodule of top of left shoulder (symptom)
C2131913  skin nodule of posterior aspect of left shoulder
C2131914  skin nodule of both shoulders (symptom)
C2131915  skin nodule of anterior aspect of both shoulders
C2131916  skin nodule of top of both shoulders
C2131917  skin nodule of posterior aspect of both shoulders
C2131918  skin nodule of armpit (symptom)
C2131919  skin nodule of axillary vault
C2131920  skin nodule of axillary fold
C2131921  skin nodule of anterior axillary fold
C2131922  skin nodule of posterior axillary fold (symptom)
C2131923  skin nodule of right armpit
C2131924  skin nodule of left armpit (symptom)
C2131925  skin nodule of both armpits (symptom)
C2131926  skin nodule of upper extremities
C2131927  skin nodule of upper arm
C2131928  skin nodule of right upper arm (symptom)
C2131929  skin nodule of left upper arm (symptom)
C2131930  skin nodule of both upper arms (symptom)
C2131931  skin nodule of elbows (symptom)
C2131932  skin nodule of right elbow
C2131933  skin nodule of medial aspect of right elbow (symptom)
C2131934  skin nodule of lateral aspect of right elbow
C2131935  skin nodule of anterior aspect of right elbow (symptom)
C2131936  skin nodule of posterior aspect of right elbow
C2131937  skin nodule of left elbow
C2131938  skin nodule of medial aspect of left elbow (symptom)
C2131939  skin nodule of lateral aspect of left elbow (symptom)
C2131940  skin nodule of anterior aspect of left elbow (symptom)
C2131941  skin nodule of posterior aspect of left elbow
C2131942  skin nodule of both elbows (symptom)
C2131943  skin nodule of medial aspect of both elbows (symptom)
C2131944  skin nodule of lateral aspect of both elbows (symptom)
C2131945  skin nodule of anterior aspect of both elbows (symptom)
C2131946  skin nodule of posterior aspect of both elbows (symptom)
C2131947  skin nodule of forearm
C2131948  skin nodule of right forearm (symptom)
C2131949  skin nodule of proximal right forearm
C2131950  skin nodule of distal right forearm (symptom)
C2131951  skin nodule of anterior aspect of right forearm
C2131952  skin nodule of posterior aspect of right forearm
C2131953  skin nodule of ulnar aspect of right forearm (symptom)
C2131954  skin nodule of radial aspect of right forearm
C2131955  skin nodule of left forearm (symptom)
C2131956  skin nodule of proximal left forearm (symptom)
C2131957  skin nodule of distal left forearm (symptom)
C2131958  skin nodule of anterior aspect of left forearm
C2131959  skin nodule of posterior aspect of left forearm (symptom)
C2131960  skin nodule of ulnar aspect of left forearm (symptom)
C2131961  skin nodule of radial aspect of left forearm (symptom)
C2131962  skin nodule of wrist (symptom)
C2131963  skin nodule of right wrist
C2131964  skin nodule of anterior aspect of right wrist
C2131965  skin nodule of posterior aspect of right wrist (symptom)
C2131966  skin nodule of ulnar aspect of right wrist
C2131967  skin nodule of radial aspect of right wrist (symptom)
C2131968  skin nodule of left wrist (symptom)
C2131969  skin nodule of anterior aspect of left wrist
C2131970  skin nodule of posterior aspect of left wrist (symptom)
C2131971  skin nodule of ulnar aspect of left wrist (symptom)
C2131972  skin nodule of radial aspect of left wrist
C2131973  skin nodule of both wrists
C2131974  skin nodule of anterior aspect of both wrists (symptom)
C2131975  skin nodule of posterior aspect of both wrists
C2131976  skin nodule of ulnar aspect of both wrists (symptom)
C2131977  skin nodule of radial aspect of both wrists (symptom)
C2131978  skin nodule of hand (symptom)
C2131979  skin nodule of right hand
C2131980  skin nodule of dorsal aspect of right hand (symptom)
